,src_imgPath,part_imgPath,part_edgePath,tgt_imgPath,mask_imgPath,landmark1_x,landmark1_y,landmark2_x,landmark2_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,collar_type,edge_imgPath
0,./DATA/Res/croped/1016675369_566561276984-00000.jpg,./DATA/Res/collar/1016675369_566561276984-00000.jpg,./DATA/Res/collarEdge/1016675369_566561276984-00000.jpg,./DATA/Res/target/1016675369_566561276984-00000.jpg,./DATA/Res/mask/1016675369_566561276984-00000.jpg,91,23,135,25,63,0,163,100,11,./DATA/Res/edges/1016675369_566561276984-00000.jpg
1,./DATA/Res/croped/1016675369_566896458608-00001.jpg,./DATA/Res/collar/1016675369_566896458608-00001.jpg,./DATA/Res/collarEdge/1016675369_566896458608-00001.jpg,./DATA/Res/target/1016675369_566896458608-00001.jpg,./DATA/Res/mask/1016675369_566896458608-00001.jpg,106,30,140,30,73,0,173,100,10,./DATA/Res/edges/1016675369_566896458608-00001.jpg
2,./DATA/Res/croped/1016675369_569307586211-00000.jpg,./DATA/Res/collar/1016675369_569307586211-00000.jpg,./DATA/Res/collarEdge/1016675369_569307586211-00000.jpg,./DATA/Res/target/1016675369_569307586211-00000.jpg,./DATA/Res/mask/1016675369_569307586211-00000.jpg,105,16,145,15,75,0,175,100,0,./DATA/Res/edges/1016675369_569307586211-00000.jpg
3,./DATA/Res/croped/1016675369_569307586211-00005.jpg,./DATA/Res/collar/1016675369_569307586211-00005.jpg,./DATA/Res/collarEdge/1016675369_569307586211-00005.jpg,./DATA/Res/target/1016675369_569307586211-00005.jpg,./DATA/Res/mask/1016675369_569307586211-00005.jpg,93,23,162,23,77,0,177,100,0,./DATA/Res/edges/1016675369_569307586211-00005.jpg
4,./DATA/Res/croped/1044323083_565112352905-00001.jpg,./DATA/Res/collar/1044323083_565112352905-00001.jpg,./DATA/Res/collarEdge/1044323083_565112352905-00001.jpg,./DATA/Res/target/1044323083_565112352905-00001.jpg,./DATA/Res/mask/1044323083_565112352905-00001.jpg,117,42,162,41,89,0,189,100,0,./DATA/Res/edges/1044323083_565112352905-00001.jpg
5,./DATA/Res/croped/106660974_565428950786-00004.jpg,./DATA/Res/collar/106660974_565428950786-00004.jpg,./DATA/Res/collarEdge/106660974_565428950786-00004.jpg,./DATA/Res/target/106660974_565428950786-00004.jpg,./DATA/Res/mask/106660974_565428950786-00004.jpg,105,47,155,45,80,0,180,100,0,./DATA/Res/edges/106660974_565428950786-00004.jpg
6,./DATA/Res/croped/1078571168_567598005551-00002.jpg,./DATA/Res/collar/1078571168_567598005551-00002.jpg,./DATA/Res/collarEdge/1078571168_567598005551-00002.jpg,./DATA/Res/target/1078571168_567598005551-00002.jpg,./DATA/Res/mask/1078571168_567598005551-00002.jpg,108,39,158,47,83,0,183,100,0,./DATA/Res/edges/1078571168_567598005551-00002.jpg
7,./DATA/Res/croped/11140421_569698617329-00004.jpg,./DATA/Res/collar/11140421_569698617329-00004.jpg,./DATA/Res/collarEdge/11140421_569698617329-00004.jpg,./DATA/Res/target/11140421_569698617329-00004.jpg,./DATA/Res/mask/11140421_569698617329-00004.jpg,96,45,153,43,74,0,174,100,0,./DATA/Res/edges/11140421_569698617329-00004.jpg
8,./DATA/Res/croped/112726938_565928333930-00004.jpg,./DATA/Res/collar/112726938_565928333930-00004.jpg,./DATA/Res/collarEdge/112726938_565928333930-00004.jpg,./DATA/Res/target/112726938_565928333930-00004.jpg,./DATA/Res/mask/112726938_565928333930-00004.jpg,101,33,156,30,78,0,178,100,0,./DATA/Res/edges/112726938_565928333930-00004.jpg
9,./DATA/Res/croped/1127934260_564696650412-00004.jpg,./DATA/Res/collar/1127934260_564696650412-00004.jpg,./DATA/Res/collarEdge/1127934260_564696650412-00004.jpg,./DATA/Res/target/1127934260_564696650412-00004.jpg,./DATA/Res/mask/1127934260_564696650412-00004.jpg,91,26,168,24,79,0,179,100,0,./DATA/Res/edges/1127934260_564696650412-00004.jpg
10,./DATA/Res/croped/115077277_568460783842-00004.jpg,./DATA/Res/collar/115077277_568460783842-00004.jpg,./DATA/Res/collarEdge/115077277_568460783842-00004.jpg,./DATA/Res/target/115077277_568460783842-00004.jpg,./DATA/Res/mask/115077277_568460783842-00004.jpg,99,20,144,20,71,0,171,100,0,./DATA/Res/edges/115077277_568460783842-00004.jpg
11,./DATA/Res/croped/125096662_544633310940-00004.jpg,./DATA/Res/collar/125096662_544633310940-00004.jpg,./DATA/Res/collarEdge/125096662_544633310940-00004.jpg,./DATA/Res/target/125096662_544633310940-00004.jpg,./DATA/Res/mask/125096662_544633310940-00004.jpg,93,74,174,77,83,25,183,125,0,./DATA/Res/edges/125096662_544633310940-00004.jpg
12,./DATA/Res/croped/125807899_566918713484-00004.jpg,./DATA/Res/collar/125807899_566918713484-00004.jpg,./DATA/Res/collarEdge/125807899_566918713484-00004.jpg,./DATA/Res/target/125807899_566918713484-00004.jpg,./DATA/Res/mask/125807899_566918713484-00004.jpg,104,42,139,40,71,0,171,100,0,./DATA/Res/edges/125807899_566918713484-00004.jpg
13,./DATA/Res/croped/129606045_569798997462-00004.jpg,./DATA/Res/collar/129606045_569798997462-00004.jpg,./DATA/Res/collarEdge/129606045_569798997462-00004.jpg,./DATA/Res/target/129606045_569798997462-00004.jpg,./DATA/Res/mask/129606045_569798997462-00004.jpg,94,42,145,40,69,0,169,100,0,./DATA/Res/edges/129606045_569798997462-00004.jpg
14,./DATA/Res/croped/139416334_565482220022-00001.jpg,./DATA/Res/collar/139416334_565482220022-00001.jpg,./DATA/Res/collarEdge/139416334_565482220022-00001.jpg,./DATA/Res/target/139416334_565482220022-00001.jpg,./DATA/Res/mask/139416334_565482220022-00001.jpg,101,33,154,30,77,0,177,100,10,./DATA/Res/edges/139416334_565482220022-00001.jpg
15,./DATA/Res/croped/139416334_565482220022-00003.jpg,./DATA/Res/collar/139416334_565482220022-00003.jpg,./DATA/Res/collarEdge/139416334_565482220022-00003.jpg,./DATA/Res/target/139416334_565482220022-00003.jpg,./DATA/Res/mask/139416334_565482220022-00003.jpg,103,28,154,26,78,0,178,100,10,./DATA/Res/edges/139416334_565482220022-00003.jpg
16,./DATA/Res/croped/142622408_568888095301-00002.jpg,./DATA/Res/collar/142622408_568888095301-00002.jpg,./DATA/Res/collarEdge/142622408_568888095301-00002.jpg,./DATA/Res/target/142622408_568888095301-00002.jpg,./DATA/Res/mask/142622408_568888095301-00002.jpg,115,44,151,42,83,0,183,100,0,./DATA/Res/edges/142622408_568888095301-00002.jpg
17,./DATA/Res/croped/142622408_568888095301-00004.jpg,./DATA/Res/collar/142622408_568888095301-00004.jpg,./DATA/Res/collarEdge/142622408_568888095301-00004.jpg,./DATA/Res/target/142622408_568888095301-00004.jpg,./DATA/Res/mask/142622408_568888095301-00004.jpg,91,39,111,38,51,0,151,100,0,./DATA/Res/edges/142622408_568888095301-00004.jpg
18,./DATA/Res/croped/1583004604_565986630824-00004.jpg,./DATA/Res/collar/1583004604_565986630824-00004.jpg,./DATA/Res/collarEdge/1583004604_565986630824-00004.jpg,./DATA/Res/target/1583004604_565986630824-00004.jpg,./DATA/Res/mask/1583004604_565986630824-00004.jpg,103,48,150,48,76,0,176,100,0,./DATA/Res/edges/1583004604_565986630824-00004.jpg
19,./DATA/Res/croped/1586274233_569477497456-00004.jpg,./DATA/Res/collar/1586274233_569477497456-00004.jpg,./DATA/Res/collarEdge/1586274233_569477497456-00004.jpg,./DATA/Res/target/1586274233_569477497456-00004.jpg,./DATA/Res/mask/1586274233_569477497456-00004.jpg,106,36,157,36,81,0,181,100,0,./DATA/Res/edges/1586274233_569477497456-00004.jpg
20,./DATA/Res/croped/1593419120_569535675118-00004.jpg,./DATA/Res/collar/1593419120_569535675118-00004.jpg,./DATA/Res/collarEdge/1593419120_569535675118-00004.jpg,./DATA/Res/target/1593419120_569535675118-00004.jpg,./DATA/Res/mask/1593419120_569535675118-00004.jpg,102,32,168,35,85,0,185,100,0,./DATA/Res/edges/1593419120_569535675118-00004.jpg
21,./DATA/Res/croped/1604091389_569288756358-00004.jpg,./DATA/Res/collar/1604091389_569288756358-00004.jpg,./DATA/Res/collarEdge/1604091389_569288756358-00004.jpg,./DATA/Res/target/1604091389_569288756358-00004.jpg,./DATA/Res/mask/1604091389_569288756358-00004.jpg,105,50,164,51,84,0,184,100,0,./DATA/Res/edges/1604091389_569288756358-00004.jpg
22,./DATA/Res/croped/1644880265_564842103955-00004.jpg,./DATA/Res/collar/1644880265_564842103955-00004.jpg,./DATA/Res/collarEdge/1644880265_564842103955-00004.jpg,./DATA/Res/target/1644880265_564842103955-00004.jpg,./DATA/Res/mask/1644880265_564842103955-00004.jpg,106,35,161,34,83,0,183,100,0,./DATA/Res/edges/1644880265_564842103955-00004.jpg
23,./DATA/Res/croped/1679126273_548613748246-00003.jpg,./DATA/Res/collar/1679126273_548613748246-00003.jpg,./DATA/Res/collarEdge/1679126273_548613748246-00003.jpg,./DATA/Res/target/1679126273_548613748246-00003.jpg,./DATA/Res/mask/1679126273_548613748246-00003.jpg,94,40,164,38,79,0,179,100,0,./DATA/Res/edges/1679126273_548613748246-00003.jpg
24,./DATA/Res/croped/1679126273_566091296578-00004.jpg,./DATA/Res/collar/1679126273_566091296578-00004.jpg,./DATA/Res/collarEdge/1679126273_566091296578-00004.jpg,./DATA/Res/target/1679126273_566091296578-00004.jpg,./DATA/Res/mask/1679126273_566091296578-00004.jpg,94,34,161,34,77,0,177,100,0,./DATA/Res/edges/1679126273_566091296578-00004.jpg
25,./DATA/Res/croped/1679126273_568277422238-00004.jpg,./DATA/Res/collar/1679126273_568277422238-00004.jpg,./DATA/Res/collarEdge/1679126273_568277422238-00004.jpg,./DATA/Res/target/1679126273_568277422238-00004.jpg,./DATA/Res/mask/1679126273_568277422238-00004.jpg,89,30,167,29,78,0,178,100,0,./DATA/Res/edges/1679126273_568277422238-00004.jpg
26,./DATA/Res/croped/1701796734_568640784524-00004.jpg,./DATA/Res/collar/1701796734_568640784524-00004.jpg,./DATA/Res/collarEdge/1701796734_568640784524-00004.jpg,./DATA/Res/target/1701796734_568640784524-00004.jpg,./DATA/Res/mask/1701796734_568640784524-00004.jpg,109,47,151,45,80,0,180,100,0,./DATA/Res/edges/1701796734_568640784524-00004.jpg
28,./DATA/Res/croped/172039994_566682442826-00004.jpg,./DATA/Res/collar/172039994_566682442826-00004.jpg,./DATA/Res/collarEdge/172039994_566682442826-00004.jpg,./DATA/Res/target/172039994_566682442826-00004.jpg,./DATA/Res/mask/172039994_566682442826-00004.jpg,100,41,159,41,79,0,179,100,0,./DATA/Res/edges/172039994_566682442826-00004.jpg
29,./DATA/Res/croped/1741453808_570803901994-00004.jpg,./DATA/Res/collar/1741453808_570803901994-00004.jpg,./DATA/Res/collarEdge/1741453808_570803901994-00004.jpg,./DATA/Res/target/1741453808_570803901994-00004.jpg,./DATA/Res/mask/1741453808_570803901994-00004.jpg,91,24,158,21,74,0,174,100,0,./DATA/Res/edges/1741453808_570803901994-00004.jpg
30,./DATA/Res/croped/1743740103_548376359476-00004.jpg,./DATA/Res/collar/1743740103_548376359476-00004.jpg,./DATA/Res/collarEdge/1743740103_548376359476-00004.jpg,./DATA/Res/target/1743740103_548376359476-00004.jpg,./DATA/Res/mask/1743740103_548376359476-00004.jpg,93,31,165,30,79,0,179,100,0,./DATA/Res/edges/1743740103_548376359476-00004.jpg
31,./DATA/Res/croped/1750098824_567769399234-00004.jpg,./DATA/Res/collar/1750098824_567769399234-00004.jpg,./DATA/Res/collarEdge/1750098824_567769399234-00004.jpg,./DATA/Res/target/1750098824_567769399234-00004.jpg,./DATA/Res/mask/1750098824_567769399234-00004.jpg,93,50,151,49,72,0,172,99,0,./DATA/Res/edges/1750098824_567769399234-00004.jpg
32,./DATA/Res/croped/1768695640_543782453857-00004.jpg,./DATA/Res/collar/1768695640_543782453857-00004.jpg,./DATA/Res/collarEdge/1768695640_543782453857-00004.jpg,./DATA/Res/target/1768695640_543782453857-00004.jpg,./DATA/Res/mask/1768695640_543782453857-00004.jpg,103,42,152,42,77,0,177,100,0,./DATA/Res/edges/1768695640_543782453857-00004.jpg
33,./DATA/Res/croped/1833086890_548876581143-00000.jpg,./DATA/Res/collar/1833086890_548876581143-00000.jpg,./DATA/Res/collarEdge/1833086890_548876581143-00000.jpg,./DATA/Res/target/1833086890_548876581143-00000.jpg,./DATA/Res/mask/1833086890_548876581143-00000.jpg,108,35,149,36,78,0,178,100,0,./DATA/Res/edges/1833086890_548876581143-00000.jpg
34,./DATA/Res/croped/1833086890_548876581143-00004.jpg,./DATA/Res/collar/1833086890_548876581143-00004.jpg,./DATA/Res/collarEdge/1833086890_548876581143-00004.jpg,./DATA/Res/target/1833086890_548876581143-00004.jpg,./DATA/Res/mask/1833086890_548876581143-00004.jpg,113,46,149,47,81,0,181,100,0,./DATA/Res/edges/1833086890_548876581143-00004.jpg
35,./DATA/Res/croped/1833086890_548876581143-00005.jpg,./DATA/Res/collar/1833086890_548876581143-00005.jpg,./DATA/Res/collarEdge/1833086890_548876581143-00005.jpg,./DATA/Res/target/1833086890_548876581143-00005.jpg,./DATA/Res/mask/1833086890_548876581143-00005.jpg,106,64,152,65,79,14,179,114,0,./DATA/Res/edges/1833086890_548876581143-00005.jpg
36,./DATA/Res/croped/1844993144_563572440391-00004.jpg,./DATA/Res/collar/1844993144_563572440391-00004.jpg,./DATA/Res/collarEdge/1844993144_563572440391-00004.jpg,./DATA/Res/target/1844993144_563572440391-00004.jpg,./DATA/Res/mask/1844993144_563572440391-00004.jpg,92,33,134,31,63,0,163,100,0,./DATA/Res/edges/1844993144_563572440391-00004.jpg
37,./DATA/Res/croped/1870451655_564630571615-00004.jpg,./DATA/Res/collar/1870451655_564630571615-00004.jpg,./DATA/Res/collarEdge/1870451655_564630571615-00004.jpg,./DATA/Res/target/1870451655_564630571615-00004.jpg,./DATA/Res/mask/1870451655_564630571615-00004.jpg,95,22,168,21,81,0,181,100,0,./DATA/Res/edges/1870451655_564630571615-00004.jpg
38,./DATA/Res/croped/1870451655_564960802541-00004.jpg,./DATA/Res/collar/1870451655_564960802541-00004.jpg,./DATA/Res/collarEdge/1870451655_564960802541-00004.jpg,./DATA/Res/target/1870451655_564960802541-00004.jpg,./DATA/Res/mask/1870451655_564960802541-00004.jpg,95,26,163,26,79,0,179,100,0,./DATA/Res/edges/1870451655_564960802541-00004.jpg
39,./DATA/Res/croped/191156371_570217692726-00003.jpg,./DATA/Res/collar/191156371_570217692726-00003.jpg,./DATA/Res/collarEdge/191156371_570217692726-00003.jpg,./DATA/Res/target/191156371_570217692726-00003.jpg,./DATA/Res/mask/191156371_570217692726-00003.jpg,109,31,155,31,82,0,182,100,0,./DATA/Res/edges/191156371_570217692726-00003.jpg
40,./DATA/Res/croped/1914692701_568854228674-00001.jpg,./DATA/Res/collar/1914692701_568854228674-00001.jpg,./DATA/Res/collarEdge/1914692701_568854228674-00001.jpg,./DATA/Res/target/1914692701_568854228674-00001.jpg,./DATA/Res/mask/1914692701_568854228674-00001.jpg,104,23,163,20,83,0,183,100,0,./DATA/Res/edges/1914692701_568854228674-00001.jpg
41,./DATA/Res/croped/1915219594_570096476880-00000.jpg,./DATA/Res/collar/1915219594_570096476880-00000.jpg,./DATA/Res/collarEdge/1915219594_570096476880-00000.jpg,./DATA/Res/target/1915219594_570096476880-00000.jpg,./DATA/Res/mask/1915219594_570096476880-00000.jpg,175,13,201,13,138,0,238,100,0,./DATA/Res/edges/1915219594_570096476880-00000.jpg
42,./DATA/Res/croped/1915219594_570096476880-00002.jpg,./DATA/Res/collar/1915219594_570096476880-00002.jpg,./DATA/Res/collarEdge/1915219594_570096476880-00002.jpg,./DATA/Res/target/1915219594_570096476880-00002.jpg,./DATA/Res/mask/1915219594_570096476880-00002.jpg,117,16,140,16,78,0,178,100,0,./DATA/Res/edges/1915219594_570096476880-00002.jpg
43,./DATA/Res/croped/1915219594_570096476880-00003.jpg,./DATA/Res/collar/1915219594_570096476880-00003.jpg,./DATA/Res/collarEdge/1915219594_570096476880-00003.jpg,./DATA/Res/target/1915219594_570096476880-00003.jpg,./DATA/Res/mask/1915219594_570096476880-00003.jpg,91,48,155,50,73,0,173,100,0,./DATA/Res/edges/1915219594_570096476880-00003.jpg
44,./DATA/Res/croped/1915921372_569699934862-00002.jpg,./DATA/Res/collar/1915921372_569699934862-00002.jpg,./DATA/Res/collarEdge/1915921372_569699934862-00002.jpg,./DATA/Res/target/1915921372_569699934862-00002.jpg,./DATA/Res/mask/1915921372_569699934862-00002.jpg,99,42,160,42,79,0,179,100,0,./DATA/Res/edges/1915921372_569699934862-00002.jpg
45,./DATA/Res/croped/1915921372_569699934862-00003.jpg,./DATA/Res/collar/1915921372_569699934862-00003.jpg,./DATA/Res/collarEdge/1915921372_569699934862-00003.jpg,./DATA/Res/target/1915921372_569699934862-00003.jpg,./DATA/Res/mask/1915921372_569699934862-00003.jpg,101,29,162,28,81,0,181,100,0,./DATA/Res/edges/1915921372_569699934862-00003.jpg
46,./DATA/Res/croped/1915921372_569699934862-00004.jpg,./DATA/Res/collar/1915921372_569699934862-00004.jpg,./DATA/Res/collarEdge/1915921372_569699934862-00004.jpg,./DATA/Res/target/1915921372_569699934862-00004.jpg,./DATA/Res/mask/1915921372_569699934862-00004.jpg,94,40,159,37,76,0,176,100,0,./DATA/Res/edges/1915921372_569699934862-00004.jpg
47,./DATA/Res/croped/1953044750_565025705228-00000.jpg,./DATA/Res/collar/1953044750_565025705228-00000.jpg,./DATA/Res/collarEdge/1953044750_565025705228-00000.jpg,./DATA/Res/target/1953044750_565025705228-00000.jpg,./DATA/Res/mask/1953044750_565025705228-00000.jpg,114,33,156,33,85,0,185,100,0,./DATA/Res/edges/1953044750_565025705228-00000.jpg
48,./DATA/Res/croped/1982146386_567878909370-00004.jpg,./DATA/Res/collar/1982146386_567878909370-00004.jpg,./DATA/Res/collarEdge/1982146386_567878909370-00004.jpg,./DATA/Res/target/1982146386_567878909370-00004.jpg,./DATA/Res/mask/1982146386_567878909370-00004.jpg,103,46,156,44,79,0,179,100,0,./DATA/Res/edges/1982146386_567878909370-00004.jpg
49,./DATA/Res/croped/1982343336_566206812488-00004.jpg,./DATA/Res/collar/1982343336_566206812488-00004.jpg,./DATA/Res/collarEdge/1982343336_566206812488-00004.jpg,./DATA/Res/target/1982343336_566206812488-00004.jpg,./DATA/Res/mask/1982343336_566206812488-00004.jpg,88,29,155,26,71,0,171,100,0,./DATA/Res/edges/1982343336_566206812488-00004.jpg
50,./DATA/Res/croped/1991477948_571201424494-00004.jpg,./DATA/Res/collar/1991477948_571201424494-00004.jpg,./DATA/Res/collarEdge/1991477948_571201424494-00004.jpg,./DATA/Res/target/1991477948_571201424494-00004.jpg,./DATA/Res/mask/1991477948_571201424494-00004.jpg,98,25,152,29,75,0,175,100,0,./DATA/Res/edges/1991477948_571201424494-00004.jpg
51,./DATA/Res/croped/2002468122_568128158368-00004.jpg,./DATA/Res/collar/2002468122_568128158368-00004.jpg,./DATA/Res/collarEdge/2002468122_568128158368-00004.jpg,./DATA/Res/target/2002468122_568128158368-00004.jpg,./DATA/Res/mask/2002468122_568128158368-00004.jpg,110,28,158,24,84,0,184,100,0,./DATA/Res/edges/2002468122_568128158368-00004.jpg
52,./DATA/Res/croped/2008393519_571316329478-00004.jpg,./DATA/Res/collar/2008393519_571316329478-00004.jpg,./DATA/Res/collarEdge/2008393519_571316329478-00004.jpg,./DATA/Res/target/2008393519_571316329478-00004.jpg,./DATA/Res/mask/2008393519_571316329478-00004.jpg,102,27,147,25,74,0,174,100,0,./DATA/Res/edges/2008393519_571316329478-00004.jpg
